Date,USD,EUR,JPY,GBP,CAD,CHF,INR,CNY,TRY,SAR,IDR,AED,THB,VND,EGP,KRW,RUB,ZAR,AUD
1986-04-30,345.8,329.6,57680.7,222.9,475.0,626.4,4206.1,1086.8,0.2,1263.0,389404.6,1270.8,8916.8,,,306433.5,,712.0,466.8
1986-05-01,345.1,334.4,58550.9,225.6,475.2,636.3,4249.1,1100.0,0.2,1261.0,394136.3,1268.7,9025.2,,,310157.0,,715.5,469.5
1986-05-02,341.6,332.0,57962.1,224.4,471.6,632.9,4194.8,1086.9,0.2,1251.0,389855.2,1259.1,8887.9,,,301351.1,,709.7,465.8
1986-05-05,341.6,332.0,57962.1,224.4,471.6,632.9,4194.8,1086.9,0.2,1251.0,389855.2,1259.1,8887.9,,,301351.1,,709.7,465.8
1986-05-06,340.4,330.7,56585.4,221.9,469.9,628.0,4186.9,1074.6,0.2,1242.3,385446.7,1250.3,8787.4,,,297943.4,,712.2,461.9
1986-05-07,342.5,331.1,56548.3,222.2,471.9,627.1,4212.2,1076.0,0.2,1246.5,385950.2,1254.0,8798.9,,,298332.6,,723.3,462.7
1986-05-08,345.3,330.8,56478.2,223.9,475.3,626.4,4224.5,1084.2,0.2,1268.1,388910.1,1275.9,8866.3,,,300620.5,,730.4,466.6
1986-05-09,345.4,330.9,56018.8,224.1,475.9,624.6,4268.1,1085.1,0.2,1259.3,389218.9,1267.0,8873.4,,,300859.3,,723.9,463.0
1986-05-12,345.2,330.3,55606.3,223.3,476.6,622.5,4220.7,1100.3,0.2,1260.0,388437.6,1267.6,8899.2,,,304188.5,,727.9,462.9
1986-05-13,343.7,332.1,55947.7,224.0,474.8,627.2,4266.9,1103.7,0.2,1255.5,389648.7,1264.5,8927.0,,,305137.0,,734.1,472.9
1986-05-14,342.5,329.4,55936.1,222.4,471.2,622.2,4204.4,1095.8,0.2,1245.8,386857.8,1253.6,8863.0,,,302951.4,,738.3,484.3
1986-05-15,342.0,330.6,55978.8,222.8,470.7,625.0,4235.8,1097.7,0.2,1252.4,387538.4,1259.9,8878.6,,,303484.3,,741.7,477.9
1986-05-16,343.0,333.8,56829.5,224.8,471.5,631.3,4258.4,1107.8,0.2,1251.3,391092.3,1258.7,8960.1,,,306267.5,,744.7,474.7
1986-05-19,340.8,333.7,57571.6,224.5,471.0,636.6,4247.5,1091.7,0.2,1253.7,385655.6,1261.3,8968.1,,,302862.8,,745.3,470.5
1986-05-20,338.7,334.0,57135.0,223.3,464.8,633.3,4231.1,1082.4,0.2,1242.6,382356.3,1246.9,8891.4,,,300271.9,,769.2,469.1
1986-05-21,338.9,334.3,57190.8,223.4,463.1,632.2,4227.1,1082.4,0.2,1236.9,382356.3,1244.1,8891.4,,,300271.9,,767.6,470.4
1986-05-22,340.5,341.3,57634.9,228.0,464.0,643.6,4302.5,1104.8,0.2,1251.0,390279.7,1258.1,9075.6,,,306494.2,,781.4,480.6
1986-05-23,341.1,341.5,57857.1,228.0,466.2,643.0,4218.2,1101.9,0.2,1237.2,383473.2,1244.9,8892.3,,,301987.7,,765.9,473.3
1986-05-26,341.1,341.5,57857.1,228.0,466.2,643.0,4218.2,1101.9,0.2,1237.2,383473.2,1244.9,8892.3,,,301987.7,,765.9,473.3
1986-05-27,341.5,341.7,57823.7,226.8,468.2,642.2,4294.7,1095.8,0.2,1237.9,381373.5,1244.9,8843.6,,,300334.1,,786.4,470.8
1986-05-28,343.8,344.8,58073.6,228.9,476.8,647.0,4342.7,1106.0,0.2,1259.4,384908.5,1266.8,8925.6,,,303118.0,,799.2,477.6
1986-05-29,342.7,347.4,58829.4,229.8,472.8,653.8,4319.6,1110.5,0.2,1255.4,386490.5,1262.8,8962.3,,,304363.9,,799.7,478.0
1986-05-30,343.2,351.0,59899.8,233.1,473.5,663.1,4364.7,1126.3,0.2,1253.1,391991.5,1259.8,9089.9,,,308695.9,,805.4,481.9
1986-06-02,341.9,349.3,59261.5,231.9,470.1,653.5,4322.5,1097.7,0.2,1272.6,381894.7,1246.5,8828.9,,,301248.5,,810.4,477.5
1986-06-03,342.2,342.6,58722.2,229.1,476.3,642.8,4331.9,1094.0,0.2,1283.6,380634.3,1257.0,8799.7,,,300254.2,,827.7,489.0
1986-06-04,340.8,341.5,58399.5,229.7,474.4,642.0,4325.7,1096.6,0.2,1281.6,381520.7,1254.5,8820.2,,,300953.4,,851.5,487.7
1986-06-05,341.8,336.9,57681.8,228.4,475.4,629.9,4302.1,1090.6,0.2,1273.3,379443.4,1248.4,8772.2,,,299314.8,,846.8,493.3
1986-06-06,341.7,335.3,57254.9,227.0,476.9,628.2,4282.6,1083.6,0.2,1282.2,377008.7,1257.1,8715.9,,,297394.2,,858.3,486.5
1986-06-09,341.8,336.7,57385.0,228.2,476.7,630.3,4278.2,1089.3,0.2,1282.8,386576.5,1265.0,8967.1,,,305566.6,,877.3,488.1
1986-06-10,347.7,339.9,58015.6,229.1,483.1,635.1,4314.2,1093.7,0.2,1302.5,388123.9,1276.1,9003.0,,,306789.8,,902.5,497.3
1986-06-11,347.4,338.7,57805.2,227.6,482.5,635.0,4318.4,1086.5,0.2,1306.9,385574.1,1281.3,8943.9,,,304774.3,,936.2,504.4
1986-06-12,348.4,339.3,57745.1,228.7,484.3,635.8,4347.8,1091.8,0.2,1311.4,387461.3,1284.5,8987.6,,,306266.0,,960.2,508.0
1986-06-13,346.2,337.1,56466.5,227.1,472.7,621.8,4284.4,1069.8,0.2,1280.4,379634.1,1253.9,8806.1,,,300079.1,,918.9,490.3
1986-06-16,339.3,329.3,56160.0,222.9,470.4,616.2,4189.7,1084.8,0.2,1275.2,377573.7,1250.2,8858.6,,,301501.4,,856.4,488.0
1986-06-17,336.8,331.8,56461.5,224.3,469.0,622.9,4239.6,1091.7,0.2,1269.5,379977.4,1243.2,8915.0,,,303420.7,,831.6,486.6
1986-06-18,339.2,334.9,56836.8,226.0,472.4,627.1,4280.1,1100.1,0.2,1271.9,382883.5,1245.9,8983.2,,,305741.3,,806.1,491.4
1986-06-19,339.2,333.9,56616.9,225.5,473.1,623.7,4280.2,1098.0,0.2,1272.5,382161.6,1246.0,8966.2,,,305164.9,,805.3,489.0
1986-06-20,339.7,336.0,58054.6,226.4,480.8,639.2,4371.8,1123.6,0.2,1301.4,391087.1,1274.3,9175.6,,,312292.1,,850.9,501.1
1986-06-23,341.1,338.0,57231.2,227.4,473.9,630.3,4273.9,1095.4,0.2,1267.4,382636.1,1241.1,8911.5,,,301671.3,,864.6,494.7
1986-06-24,342.0,334.6,56981.3,225.5,472.4,623.4,4261.7,1086.3,0.2,1278.4,379458.1,1251.6,8837.5,,,299165.8,,878.0,501.2
1986-06-25,344.2,336.1,57104.3,226.9,477.7,625.5,4304.2,1093.0,0.2,1294.0,381787.9,1266.7,8891.7,,,301002.7,,874.0,517.0
1986-06-26,344.9,337.8,57256.3,227.0,480.5,627.6,4298.9,1093.7,0.2,1291.1,382045.6,1264.2,8897.7,,,301205.8,,865.0,515.4
1986-06-27,344.5,334.8,57051.2,225.2,478.1,623.5,4295.2,1086.5,0.2,1291.2,379548.2,1263.8,8839.6,,,299236.8,,860.7,512.8
1986-06-30,346.8,336.2,56735.8,226.3,480.8,622.7,4276.4,1101.7,0.2,1292.4,393070.3,1274.4,9050.6,,,307330.5,,864.1,515.8
1986-07-01,345.1,331.1,56106.6,222.7,475.7,611.6,4240.9,1084.1,0.2,1291.6,386783.0,1263.8,8905.8,,,302414.6,,858.2,522.8
1986-07-02,342.3,330.0,55955.0,222.7,471.8,610.7,4242.0,1084.4,0.2,1286.9,386889.2,1260.0,8908.3,,,302497.7,,867.5,532.2
1986-07-03,343.9,329.6,55241.8,222.4,471.7,605.0,4217.3,1078.1,0.2,1283.1,384637.0,1256.3,8856.4,,,300736.8,,862.9,539.5
1986-07-04,343.8,329.9,54952.8,223.7,473.4,604.1,4242.0,1084.4,0.2,1288.5,386889.2,1261.9,8908.3,,,302497.7,,876.7,531.5
1986-07-07,344.9,331.7,55444.4,224.7,475.5,614.0,4246.8,1105.6,0.2,1298.7,391020.7,1271.9,8988.0,,,306302.6,,876.3,542.3
1986-07-08,347.9,334.5,55959.4,227.3,480.5,617.0,4312.1,1118.1,0.2,1315.1,395453.6,1288.0,9089.8,,,309775.0,,891.2,561.5
1986-07-09,348.1,335.2,56001.7,228.1,480.6,621.6,4328.5,1122.4,0.2,1306.4,396962.1,1279.0,9124.5,,,310956.6,,891.5,548.6
1986-07-10,346.8,332.9,55627.5,228.7,477.6,616.3,4347.6,1125.2,0.2,1301.0,397956.6,1272.7,9147.4,,,311735.7,,887.4,548.4
1986-07-11,348.1,335.6,56147.1,231.3,480.2,622.2,4372.3,1138.0,0.2,1309.0,402501.0,1281.6,9251.8,,,315295.6,,900.7,546.8
1986-07-14,345.8,329.3,54805.9,230.8,471.2,608.1,4322.2,1280.6,0.2,1281.3,387181.0,1254.4,8955.9,,,306068.3,,892.4,531.9
1986-07-15,346.0,331.0,55179.6,231.4,474.9,608.5,4308.4,1283.9,0.2,1284.6,388186.4,1257.7,8979.1,,,306863.1,,894.7,533.2
1986-07-16,347.6,330.2,55062.5,229.7,478.4,605.8,4292.8,1274.5,0.2,1302.3,385343.6,1275.1,8913.4,,,304615.8,,895.9,542.4
1986-07-17,347.0,329.4,54590.7,228.9,476.6,605.4,4343.3,1270.2,0.2,1299.4,384043.9,1271.7,8883.3,,,303588.4,,891.5,543.9
1986-07-18,347.9,328.7,54408.7,231.4,478.3,600.1,4368.4,1284.8,0.2,1298.1,388464.1,1270.9,8985.5,,,307082.6,,886.2,543.3
1986-07-21,354.0,332.4,54872.8,236.1,487.3,606.0,4408.7,1325.4,0.2,1326.3,398707.2,1298.2,9131.3,,,315217.9,,885.4,564.5
1986-07-22,353.5,334.0,55379.0,237.2,488.9,610.7,4441.4,1331.9,0.2,1331.5,400661.4,1304.0,9176.1,,,316762.8,,883.4,556.3
1986-07-23,347.3,327.8,54636.0,232.7,482.2,599.3,4342.2,1307.1,0.2,1297.6,393181.6,1270.3,9004.8,,,310849.3,,864.5,551.8
1986-07-24,348.7,329.5,54388.6,233.4,481.9,598.5,4336.4,1305.3,0.2,1298.6,392655.5,1271.2,8992.7,,,310433.4,,874.9,566.1
1986-07-25,349.4,331.7,55072.3,235.6,484.3,604.9,4395.6,1323.2,0.2,1314.1,398016.7,1286.9,9115.5,,,314672.0,,897.7,581.2
1986-07-28,353.6,331.4,55074.7,238.7,489.9,600.9,4386.9,1307.3,0.2,1316.7,397762.3,1289.2,9086.4,,,312514.1,,903.2,577.1
1986-07-29,351.3,329.0,55100.0,236.0,491.0,598.0,4402.9,1302.2,0.2,1324.2,396227.7,1296.4,9051.4,,,311308.3,,900.8,579.3
1986-07-30,351.7,329.6,55204.2,235.9,489.4,600.0,4438.1,1300.5,0.2,1326.3,395696.3,1298.1,9039.2,,,310890.8,,920.3,579.5
1986-07-31,357.5,332.2,54972.4,239.5,492.5,599.3,4468.9,1311.9,0.2,1341.1,399186.0,1312.7,9119.0,,,313632.6,,911.7,600.3
1986-08-01,361.0,334.2,55529.2,243.0,497.8,602.7,4542.4,1331.0,0.2,1360.2,404993.5,1312.5,9251.6,,,318195.5,,907.9,597.9
1986-08-04,359.8,332.9,55400.9,244.6,497.5,602.9,4512.5,1338.3,0.2,1346.3,407236.7,1317.9,9328.9,,,319201.9,,914.1,594.9
1986-08-05,358.5,332.7,55548.3,241.3,497.7,604.3,4501.0,1320.0,0.2,1342.5,401670.1,1314.5,9201.4,,,314838.6,,933.0,584.4
1986-08-06,362.4,335.3,55909.3,245.0,500.9,607.5,4544.5,1340.2,0.2,1358.4,407823.0,1329.7,9342.3,,,319661.4,,951.0,585.6
1986-08-07,361.8,332.7,55716.1,245.0,500.5,603.8,4562.2,1342.9,0.3,1361.4,408651.7,1332.8,9361.3,,,320311.0,,949.3,592.2
1986-08-08,368.8,339.7,55613.9,250.3,500.2,602.1,4511.9,1340.5,0.3,1353.8,407902.3,1325.5,9344.1,,,319723.6,,944.8,593.3
1986-08-11,388.0,355.2,59719.0,261.0,538.9,643.6,4801.0,1430.0,0.3,1447.2,436053.1,1416.9,9931.4,,,341048.9,,981.6,636.7
1986-08-12,384.0,354.0,59365.5,258.7,533.6,644.7,4808.1,1415.3,0.3,1441.2,431582.9,1410.4,9829.6,,,337552.7,,1009.0,632.9
1986-08-13,388.0,357.1,59858.1,261.1,538.4,648.2,4880.5,1428.6,0.3,1455.3,435638.9,1424.1,9922.0,,,340725.0,,1014.7,630.4
1986-08-14,385.3,353.3,59199.8,258.0,533.6,640.4,4794.6,1411.4,0.3,1444.0,430378.6,1413.1,9802.1,,,336610.8,,1002.1,620.3
1986-08-15,385.1,353.3,56819.2,257.7,512.1,613.2,4603.9,1350.2,0.2,1385.3,411726.2,1355.7,9377.3,,,322022.2,,960.3,591.8
1986-08-18,377.3,347.0,58116.3,252.7,526.1,632.3,4737.7,1400.9,0.3,1417.6,426864.1,1387.3,9778.7,,,333481.3,,988.8,602.5
1986-08-19,374.4,342.8,57456.2,249.3,522.1,620.7,4694.3,1382.0,0.3,1401.5,421100.2,1390.3,9646.7,,,328978.3,,978.1,592.6
1986-08-20,378.0,344.7,57975.1,251.3,525.1,622.5,4749.5,1393.0,0.3,1415.8,424443.3,1386.1,9723.2,,,331590.1,,977.9,615.2
1986-08-21,380.8,346.9,59155.4,254.1,537.3,635.4,4854.2,1429.1,0.3,1449.3,435443.1,1418.7,9975.2,,,340183.5,,1001.0,632.2
1986-08-22,386.3,352.2,59203.4,259.7,536.9,637.5,4868.7,1439.7,0.3,1458.4,440277.5,1427.6,10049.0,,,342497.0,,1009.3,642.5
1986-08-25,386.3,352.2,59203.4,259.7,536.9,637.5,4868.7,1439.7,0.3,1458.4,440277.5,1427.6,10049.0,,,342497.0,,1009.3,642.5
1986-08-26,381.1,348.5,59021.0,256.9,531.4,629.4,4775.0,1424.3,0.3,1429.7,435577.9,1402.3,9941.7,,,338841.2,,995.8,626.1
1986-08-27,380.1,347.0,58762.5,256.1,530.7,625.4,4732.8,1419.6,0.3,1424.0,434142.2,1394.7,9909.0,,,337724.3,,992.2,621.9
1986-08-28,386.7,353.6,60323.6,261.1,538.9,639.0,4818.1,1447.8,0.3,1452.0,442781.8,1422.0,10106.2,,,344445.2,,1005.7,636.3
1986-08-29,384.7,349.5,59682.6,258.5,535.3,634.5,4778.8,1438.7,0.3,1442.8,439981.3,1413.0,10042.2,,,342266.6,,986.3,635.0
1986-09-01,391.8,354.5,60254.1,262.8,543.0,640.0,4875.5,1401.2,0.3,1467.9,443312.7,1437.9,10079.6,,,345166.1,,978.5,641.8
1986-09-02,393.3,356.7,60657.5,264.0,544.9,644.7,4934.9,1407.5,0.3,1477.0,445309.0,1446.9,10125.0,,,346720.4,,957.1,646.0
1986-09-03,405.0,366.6,62661.0,270.1,561.9,662.3,5053.1,1439.9,0.3,1508.6,455555.9,1475.2,10358.0,,,354698.8,,949.6,660.9
1986-09-04,405.5,367.3,62799.3,269.5,562.6,665.7,5047.3,1436.9,0.3,1521.1,454602.5,1489.9,10336.3,,,353956.4,,966.6,659.2
1986-09-05,420.8,384.3,65398.4,281.3,583.0,700.4,5277.4,1499.6,0.3,1578.1,474435.4,1546.6,10787.2,,,369398.4,,991.7,682.4
1986-09-08,418.6,386.6,65309.5,281.5,579.8,707.3,5252.9,1553.6,0.3,1569.7,475807.7,1538.2,10835.2,,,370048.5,,1005.7,680.7
1986-09-09,409.3,376.1,63656.5,275.9,566.1,685.5,5166.1,1522.4,0.3,1538.0,466277.6,1507.3,10618.2,,,362636.7,,980.4,668.6
1986-09-10,418.5,385.0,64759.5,282.5,579.4,700.6,5250.6,1558.9,0.3,1569.1,477460.2,1537.1,10872.8,,,371333.7,,996.5,685.9
1986-09-11,402.0,375.0,62804.0,273.7,559.5,682.8,5110.3,1510.2,0.3,1515.9,462538.1,1485.6,10533.0,,,359728.4,,962.5,654.7
1986-09-12,419.5,385.9,65183.1,284.0,581.0,700.8,5259.7,1567.4,0.3,1574.4,480059.6,1542.8,10932.0,,,373355.4,,989.5,677.4
1986-09-15,413.0,378.0,64069.4,278.9,572.7,684.6,5173.0,1515.9,0.3,1552.0,681952.0,1521.1,10694.5,,,362500.2,,957.9,659.7
1986-09-16,417.3,381.7,65230.7,282.7,578.3,691.2,5293.8,1536.7,0.3,1566.2,691303.6,1534.1,10841.1,,,367471.2,,960.2,668.7
1986-09-17,413.2,374.6,63997.1,280.0,574.6,677.8,5220.4,1522.5,0.3,1545.9,684909.1,1514.3,10740.9,,,364072.1,,943.5,662.5
1986-09-18,417.9,372.0,64124.1,283.8,578.5,672.5,5293.6,1542.4,0.3,1560.3,693859.8,1528.3,10881.2,,,368830.0,,922.1,665.1
1986-09-19,430.0,383.2,65512.4,291.3,597.1,692.6,5435.2,1583.7,0.3,1609.8,712427.9,1576.7,11172.4,,,378700.1,,946.3,682.2
1986-09-22,435.5,395.1,66902.3,299.0,604.0,709.4,5531.6,1628.5,0.3,1636.4,720069.4,1602.9,11287.4,,,387447.4,,963.5,690.1
1986-09-23,435.0,398.4,67246.5,300.2,603.9,722.0,5518.5,1635.1,0.3,1635.6,722965.4,1602.2,11332.8,,,389005.6,,977.6,690.6
1986-09-24,431.5,394.7,66594.2,298.3,597.1,714.4,5517.8,1622.8,0.3,1615.0,717554.7,1581.9,11248.0,,,386094.3,,961.2,684.7
1986-09-25,429.4,393.1,66355.1,299.2,596.1,712.9,5510.8,1629.8,0.3,1615.2,720620.6,1615.2,11296.1,,,387744.0,,967.6,683.8
1986-09-26,433.0,396.2,65892.4,301.3,593.0,709.4,5432.3,1618.4,0.3,1598.7,715595.8,1565.9,11217.3,,,385040.3,,955.6,677.8
1986-09-29,427.0,386.8,65606.5,297.9,593.1,700.8,5442.1,1601.8,0.3,1603.0,704489.7,1569.2,11051.1,,,375864.6,,945.7,681.1
1986-09-30,423.2,383.6,65330.3,292.5,587.9,696.9,5376.9,1572.9,0.3,1586.6,691787.2,1554.1,10851.8,,,369087.5,,941.5,673.6
1986-10-01,425.0,384.3,65514.7,294.1,590.3,697.1,5416.5,1581.6,0.3,1594.3,695608.9,1561.5,10911.8,,,371126.5,,945.2,674.1
1986-10-02,431.3,387.4,66342.3,300.9,598.1,701.0,5520.6,1617.9,0.3,1618.5,711583.8,1576.6,11162.4,,,379649.5,,964.5,682.8
1986-10-03,436.0,389.9,67175.8,302.3,604.7,706.5,5535.8,1625.3,0.3,1633.0,714850.4,1599.5,11213.6,,,381392.4,,965.5,684.9
1986-10-06,436.9,389.8,67478.2,303.6,605.1,709.7,5571.3,1620.5,0.3,1638.9,715200.6,1605.2,11349.1,,,383388.5,,966.2,687.8
1986-10-07,436.0,390.5,67188.1,304.4,604.5,709.9,5584.6,1624.5,0.3,1639.5,716965.2,1605.9,11377.1,,,384334.4,,971.2,687.9
1986-10-08,438.1,391.7,67566.2,308.5,607.3,712.7,5609.5,1646.7,0.3,1645.7,726760.8,1612.0,11532.5,,,389585.4,,977.6,690.2
1986-10-09,435.8,390.9,67516.0,306.5,604.0,710.4,5583.6,1636.1,0.3,1634.6,722099.8,1601.1,11458.6,,,387086.9,,972.9,682.8
1986-10-10,430.8,383.0,67369.5,300.5,604.5,705.6,5540.1,1623.4,0.3,1630.4,716465.8,1596.9,11369.2,,,384066.7,,967.0,680.8
1986-10-13,432.6,383.4,66722.0,301.6,600.6,698.1,5479.5,1592.4,0.3,1619.9,704726.2,1586.7,11127.9,,,378697.5,,966.2,678.1
1986-10-14,428.8,379.3,65997.9,298.3,595.4,692.8,5413.7,1575.1,0.3,1605.1,697077.8,1572.8,11007.1,,,374587.5,,956.9,667.4
1986-10-15,422.0,372.8,65058.4,293.1,586.1,681.4,5357.5,1547.4,0.3,1580.7,684832.9,1547.5,10813.8,,,368007.5,,947.8,656.4
1986-10-16,425.5,376.5,65660.9,296.1,592.1,688.4,5443.1,1563.5,0.3,1598.9,691955.0,1566.7,10926.2,,,371834.7,,955.1,666.4
1986-10-17,419.3,371.3,66425.5,292.9,601.7,698.1,5511.1,1588.9,0.3,1614.2,703183.9,1580.8,11103.5,,,377868.7,,964.0,675.4
1986-10-20,425.0,378.2,65807.5,297.1,592.6,691.5,5401.3,1586.4,0.3,1593.1,692372.1,1560.5,10903.5,,,370934.4,,955.3,667.1
1986-10-21,425.1,378.8,65917.9,295.9,591.4,692.5,5419.9,1580.1,0.3,1591.1,689641.5,1559.2,10860.5,,,369471.4,,953.9,666.5
1986-10-22,425.0,378.1,66206.8,296.9,591.1,697.7,5457.6,1585.3,0.3,1594.8,691888.2,1562.1,10895.9,,,370675.1,,956.4,666.7
1986-10-23,423.4,378.5,66997.5,297.4,587.6,696.0,5462.6,1588.2,0.3,1585.6,693157.2,1552.9,10915.9,,,371355.0,,950.0,654.1
1986-10-24,410.5,373.3,66237.9,290.5,569.4,687.1,5320.8,1551.2,0.3,1539.0,677032.4,1508.3,10662.0,,,362716.2,,935.0,641.6
1986-10-27,409.8,375.5,65816.3,291.2,568.6,693.7,5300.3,1531.7,0.3,1536.3,673990.9,1504.8,10702.4,,,359895.7,,934.8,638.9
1986-10-28,410.7,373.9,65725.8,290.1,570.2,687.0,5276.0,1526.2,0.3,1541.4,671578.5,1509.7,10664.1,,,358607.6,,933.0,639.4
1986-10-29,405.8,368.3,65025.6,287.1,562.7,678.1,5238.9,1509.9,0.3,1522.2,664423.7,1491.0,10550.5,,,354787.0,,922.2,631.3
1986-10-30,406.5,373.8,65736.0,291.2,565.3,691.6,5284.7,1531.5,0.3,1530.3,673913.5,1498.9,10701.2,,,359854.4,,930.5,638.9
1986-10-31,401.0,369.8,65478.2,285.3,557.8,687.2,5187.4,1500.6,0.3,1506.4,660302.6,1475.5,10485.1,,,352586.5,,917.5,625.4
1986-11-03,406.2,375.4,66629.0,287.8,565.1,698.0,5238.2,1513.7,0.3,1525.2,669654.8,1493.8,10574.3,,,353603.0,,931.8,634.3
1986-11-04,408.0,375.9,66894.7,288.3,567.0,699.9,5261.7,1516.5,0.3,1529.4,670876.0,1498.1,10593.6,,,354247.8,,926.2,635.0
1986-11-05,405.3,374.3,66616.5,284.7,562.5,698.9,5242.8,1497.3,0.3,1515.9,662376.1,1484.8,10459.4,,,349759.5,,918.5,629.0
1986-11-06,408.6,376.9,66656.0,285.5,567.1,702.2,5276.6,1501.4,0.3,1528.1,664188.0,1496.8,10488.0,,,350716.3,,928.2,634.2
1986-11-07,408.2,377.4,66562.5,286.3,566.9,702.1,5291.9,1505.7,0.3,1530.9,666109.0,1499.5,10518.3,,,351730.6,,926.5,635.6
1986-11-10,410.8,376.5,66813.1,286.1,570.3,698.2,5307.9,1521.1,0.3,1542.5,676560.9,1510.8,10687.2,,,356742.0,,934.5,637.5
1986-11-11,406.0,369.9,65754.4,281.9,562.4,685.0,5269.3,1498.6,0.3,1519.0,666553.8,1487.9,10529.2,,,351465.5,,914.6,628.5
1986-11-12,407.0,369.0,65385.3,285.2,563.3,683.1,5331.1,1516.1,0.3,1525.7,674377.3,1494.4,10652.7,,,355590.7,,917.7,630.6
1986-11-13,407.5,367.8,65534.5,285.9,564.4,679.6,5323.4,1519.6,0.3,1522.2,675915.5,1491.0,10677.0,,,356401.7,,911.8,628.5
1986-11-14,408.3,367.2,65899.8,285.6,564.9,678.3,5338.1,1518.1,0.3,1528.8,675264.8,1497.4,10666.8,,,356058.6,,907.0,631.6
1986-11-17,392.5,354.5,63882.7,274.8,543.6,657.4,5110.6,1460.6,0.3,1469.8,645992.3,1439.6,10193.7,,,340614.0,,874.0,609.6
1986-11-18,391.0,353.1,63587.4,274.7,541.0,654.4,5105.5,1460.1,0.3,1461.9,645783.9,1435.6,10190.5,,,340504.2,,874.6,607.9
1986-11-19,393.4,354.4,63879.0,277.4,544.5,656.8,5176.0,1474.8,0.3,1477.8,652267.8,1447.0,10292.8,,,343922.9,,881.1,612.3
1986-11-20,389.4,350.8,63319.9,275.9,539.1,649.8,5099.9,1466.7,0.3,1460.8,648671.9,1430.4,10236.0,,,342026.9,,871.7,604.8
1986-11-21,388.2,351.7,63730.3,272.9,538.8,656.4,5063.7,1450.9,0.3,1447.4,641692.1,1417.3,10125.9,,,338346.6,,861.3,598.6
1986-11-24,380.5,344.7,62432.1,268.5,527.0,642.5,4962.3,1427.4,0.3,1429.6,631443.4,1400.0,9854.9,,,331220.3,,860.6,589.8
1986-11-25,383.8,343.4,63884.3,269.8,545.5,652.7,5111.9,1470.1,0.3,1474.3,650326.8,1443.9,10149.6,,,341125.5,,881.8,605.1
1986-11-26,383.6,342.8,62482.4,267.9,530.9,636.2,4997.7,1424.0,0.3,1440.0,629920.2,1410.4,9831.1,,,330421.3,,859.8,588.3
1986-11-27,383.5,342.7,62412.2,268.4,531.1,636.9,5008.2,1427.0,0.3,1439.6,631241.9,1409.9,9851.7,,,331114.6,,858.4,589.8
1986-11-28,389.5,345.5,63105.3,271.7,540.0,639.9,5069.3,1444.4,0.3,1463.3,638939.7,1432.7,9971.9,,,335152.4,,868.5,599.8
1986-12-01,395.6,349.4,64151.9,275.1,546.8,647.7,5129.4,1465.0,0.3,1464.6,653086.6,1451.4,10374.3,,,341276.9,,876.8,606.6
1986-12-02,389.5,345.2,63061.3,271.5,538.4,640.0,5103.8,1446.2,0.3,1459.7,644748.2,1429.6,10241.9,,,336919.6,,857.7,596.9
1986-12-03,389.8,345.5,63212.0,272.2,538.5,639.6,5096.9,1449.7,0.3,1461.0,646289.0,1430.5,10266.3,,,337724.7,,862.8,597.3
1986-12-04,389.3,347.8,63331.4,272.4,537.8,647.5,5101.0,1450.9,0.3,1461.1,646814.2,1431.2,10274.7,,,337686.0,,859.7,595.9
1986-12-05,388.5,348.9,63073.5,271.9,535.4,649.0,5100.7,1448.1,0.3,1455.0,645567.9,1425.4,10254.9,,,336641.1,,861.6,593.4
1986-12-08,389.6,351.7,63219.1,274.3,536.1,654.1,5074.0,1460.9,0.3,1461.2,647424.2,1431.0,10202.8,,,337666.9,,866.1,595.9
1986-12-09,386.8,350.6,62858.4,271.8,532.4,653.7,5071.3,1447.8,0.3,1449.6,641642.5,1419.7,10111.7,,,334964.1,,859.6,593.4
1986-12-10,391.5,353.4,63647.9,274.6,539.5,658.5,5133.5,1462.9,0.3,1468.2,648299.8,1438.0,10216.6,,,339599.8,,874.0,599.1
1986-12-11,388.4,351.6,63164.5,272.9,536.0,655.5,5109.5,1453.3,0.3,1457.2,644070.7,1427.0,10150.0,,,337721.4,,868.1,590.7
1986-12-12,391.5,354.8,63764.5,274.3,539.9,664.4,5135.9,1460.8,0.3,1468.3,647391.6,1437.9,10202.3,,,339037.7,,875.8,593.9
1986-12-15,394.3,356.9,64340.4,275.3,543.9,670.2,5155.5,1466.1,0.3,1479.8,652721.0,1448.3,10322.0,,,340825.0,,881.9,595.9
1986-12-16,393.1,356.3,64394.2,274.9,542.2,670.1,5176.9,1464.2,0.3,1475.3,651873.0,1443.9,10308.6,,,341337.5,,879.4,592.1
1986-12-17,392.0,354.7,64145.5,274.1,540.6,666.8,5143.1,1460.1,0.3,1471.7,650049.1,1440.3,10279.7,,,339743.7,,878.0,589.5
1986-12-18,390.8,352.8,63691.4,273.1,538.9,659.4,5103.9,1454.4,0.3,1465.0,647522.8,1433.6,10239.8,,,338233.6,,873.8,587.6
1986-12-19,394.8,355.7,64399.5,275.5,544.3,665.4,5178.7,1467.5,0.3,1481.7,653320.8,1450.0,10331.5,,,340828.3,,881.3,590.1
1986-12-22,394.2,350.7,64089.1,273.3,542.9,653.7,5138.1,1431.1,0.3,1479.7,648918.0,1448.0,10221.5,,,337670.4,,876.5,582.1
